Text,date,link,year
"Quand ses parents sont allés s'installer en ville, à Choumen, ils ont cessé de parler turc à Leyla et sa soeur pour qu'elles ne se sentent pas différentes des autres",1990-01-09,https://www.lemonde.fr/archives/article/1990/01/09/bulgarie-leyla-une-emigree-deboussolee_3976953_1819218.html,1990
Mariana prend très au sérieux son rôle de grande soeur,1990-01-09,https://www.lemonde.fr/archives/article/1990/01/09/l-arrivee-des-enfants-roumains-dans-leurs-familles-adoptives-francaises-elle-joue-elle-chante-elle-danse_3966907_1819218.html,1990
Ce lieu est celui d'un cercle d'amis que tente de réunir le narrateur autour de la figure de sa soeur morte,1990-01-12,https://www.lemonde.fr/archives/article/1990/01/12/le-reveur-eveille_3969683_1819218.html,1990
" Ultimatum Selon le conseil national de cette branche soeur de Solidarité ouvrière, "" l'atmosphère à la campagne est de plus en plus mauvaise """,1990-01-13,https://www.lemonde.fr/archives/article/1990/01/13/pologne-conflit-ouvert-entre-le-gouvernement-et-les-paysans_3968378_1819218.html,1990
"Les spots publicitaires eux aussi sont parfois remaniés, remixés, avec un fond musical plus harmonieux que les versions destinées à la grande soeur Europe 1",1990-01-15,https://www.lemonde.fr/archives/article/1990/01/15/comme-deux-et-deux-font-quatre_4417646_1819218.html,1990
"Déjà sa soeur, Béatrice, jeudi 18 janvier, a déclaré au Provençal se souvenir que, peu de temps avant sa disparition, Christine avait évoqué "" un voyage en Suisse au cours duquel elle affirmait transporter 5 millions de francs dans une valise """,1990-01-19,https://www.lemonde.fr/archives/article/1990/01/19/apres-l-assassinat-du-docteur-jean-jacques-peschard-marseille-entre-ses-rumeurs-et-ses-demons_3971055_1819218.html,1990
"Le système reste sous surveillance puisque ne pose pas ses avions chez le voisin qui veut, mais les compagnies ont commencé à regarder de plus près à leurs dépenses et à s'efforcer de débaucher plus agressivement les passagers des consoeurs",1990-01-20,https://www.lemonde.fr/archives/article/1990/01/20/le-rachat-d-uta-intervient-dans-un-contexte-de-dereglementation-mondiale_3971644_1819218.html,1990
"Elle détient 8 % de l'autrichien Austrian Airlines, qu'elle considère comme sa petite soeur",1990-01-20,https://www.lemonde.fr/archives/article/1990/01/20/le-rachat-d-uta-intervient-dans-un-contexte-de-dereglementation-mondiale_3971644_1819218.html,1990
"Heureusement, vingt-neuf mois plus tard est venue ma soeur, je me suis senti moins seul",1990-01-23,https://www.lemonde.fr/archives/article/1990/01/23/montana-pour-lanvin-le-dernier-en-date-des-grands-couturiers-presente-son-premier-defile-pour-la-haute-couture_3972938_1819218.html,1990
"Les scènes sexuelles sont, elles aussi, peu ordinaires : "" Les chiens fourraient leur museau entre les cuisses des femmes enceintes ; dans le sexe de la soeur profondément planté un gros morceau de bois",1990-01-26,https://www.lemonde.fr/archives/article/1990/01/26/les-cauchemars-de-georges-cheimonas_3975693_1819218.html,1990
"Sa soeur est venue, la semaine passée, faire du rangement et tout le monde a bien vu qu'elle jetait des affaires à la décharge",1990-02-23,https://www.lemonde.fr/archives/article/1990/02/23/la-cocotte-au-tresor_3957834_1819218.html,1990
"Son tour, comme celui de sa soeur Erika, qui avait dénoncé Jean-Paul Bonnemazou en 1986, comme celui de leur tante Josette, qui appuyait leurs accusations, ne viendrait que le lendemain",1990-03-02,https://www.lemonde.fr/archives/article/1990/03/02/justice-loi-du-silence-incredulite-et-racontars-une-affaire-d-inceste-devant-les-assises-du-gers-trois-naissances-deux-avortements-pendant-sept-ans-rachel-n-avait-pas-ose-parler_3960611_1819218.html,1990
"Qui savait l'enfant d'Evelyne, soeur de Danielle, né, en fait, de lui",1990-03-02,https://www.lemonde.fr/archives/article/1990/03/02/justice-loi-du-silence-incredulite-et-racontars-une-affaire-d-inceste-devant-les-assises-du-gers-trois-naissances-deux-avortements-pendant-sept-ans-rachel-n-avait-pas-ose-parler_3960611_1819218.html,1990
"Rejetée par son père qui lui préférait Rachel, traumatisée depuis l'enfance pour avoir vu sa soeur passer entre les bras paternels sur l'autre couchette du lit superposé, elle s'était tue, comme les autres, rappelée à l'ordre, parfois, par des coups",1990-03-02,https://www.lemonde.fr/archives/article/1990/03/02/justice-loi-du-silence-incredulite-et-racontars-une-affaire-d-inceste-devant-les-assises-du-gers-trois-naissances-deux-avortements-pendant-sept-ans-rachel-n-avait-pas-ose-parler_3960611_1819218.html,1990
"Elle ne confia que ce fait précis, rien, d'abord, du sort de sa soeur",1990-03-02,https://www.lemonde.fr/archives/article/1990/03/02/justice-loi-du-silence-incredulite-et-racontars-une-affaire-d-inceste-devant-les-assises-du-gers-trois-naissances-deux-avortements-pendant-sept-ans-rachel-n-avait-pas-ose-parler_3960611_1819218.html,1990
"_ Le Parquet de Marseille a décidé l'ouverture d'une information consécutive au dépôt de plainte contre X pour assassinat déposée par Mme Francine Traverso et Mlle Béatrice Barras, respectivement soeur et mère de Christine Barras, la compagne du docteur Peschard mystérieusement disparue le 9 décembre 1984",1990-03-03,https://www.lemonde.fr/archives/article/1990/03/03/la-disparition-de-christine-barras-a-marseille-ouverture-d-une-information_3961250_1819218.html,1990
"7) Tu ne voleras pas : Majka enlève sa petite soeur, qui est en réalité sa fille",1990-03-07,https://www.lemonde.fr/archives/article/1990/03/07/une-autopsie-de-la-societe-polonaise-les-dix-films-qui-constituent-le-decalogue-du-cineaste-polonais-krzysztof-kielowski-sortent-a-paris_3962581_1819218.html,1990
" Dans l'esprit de Thomas, s'il avait inscrit ces phrases apparemment étranges, c'est dans l'espoir que sa soeur les lise et soit émue de son propre chagrin",1990-03-09,https://www.lemonde.fr/archives/article/1990/03/09/a-la-cour-d-assises-de-la-drome-les-fantasmes-de-patrick-thomas_3963985_1819218.html,1990
"L'auteur évoque _ avec un art subtil de la recréation des ambiances préservées _ la torpeur intemporelle du jardin d'hiver qui lui donnait "" l'impression d'être au bord de l'évanouissement "" et, à la campagne, la pénombre "" couleur de terre "" de l'orangerie où, dans l'enivrement de la musique de Mahler, il connaissait un état de connivence grisée avec sa soeur Camille",1990-03-16,https://www.lemonde.fr/archives/article/1990/03/16/l-ilot-magique-de-jean-louis-pinte_3958099_1819218.html,1990
"Parfois, il venait en compagnie d'une jeune femme, sa ""soeur""",1990-03-18,https://www.lemonde.fr/archives/article/1990/03/18/justice-pour-sequestration-et-torture-de-deux-religieuses-francaises-le-capitaine-argentin-alfredo-astiz-est-condamne-a-la-reclusion-criminelle-a-perpetuite-par-contumace_3958087_1819218.html,1990
"Il y a aussi Cecilia Rutzky et Soeur Alice Domon, quarante ans, religieuse française des Missions étrangères",1990-03-18,https://www.lemonde.fr/archives/article/1990/03/18/justice-pour-sequestration-et-torture-de-deux-religieuses-francaises-le-capitaine-argentin-alfredo-astiz-est-condamne-a-la-reclusion-criminelle-a-perpetuite-par-contumace_3958087_1819218.html,1990
"Quelques instants plus tard, des hommes armés, en civil, surgissent et enlèvent onze de ces militants, dont Soeur Alice Domon",1990-03-18,https://www.lemonde.fr/archives/article/1990/03/18/justice-pour-sequestration-et-torture-de-deux-religieuses-francaises-le-capitaine-argentin-alfredo-astiz-est-condamne-a-la-reclusion-criminelle-a-perpetuite-par-contumace_3958087_1819218.html,1990
" Deux jours plus tard, c'est au tour de Soeur Léonie Duquet, soixante et un ans, qui partage un logement avec Soeur Domon, d'être arrêtée",1990-03-18,https://www.lemonde.fr/archives/article/1990/03/18/justice-pour-sequestration-et-torture-de-deux-religieuses-francaises-le-capitaine-argentin-alfredo-astiz-est-condamne-a-la-reclusion-criminelle-a-perpetuite-par-contumace_3958087_1819218.html,1990
"Enfin, depuis quelques semaines, il est devenu apatride : quoique né en France, il n'est plus considéré comme français par l'administration, qui le somme de restituer sa carte nationale d'identité, qu'elle estime "" indûment délivrée "" et sa tutrice légale, sa soeur Zohra, trente ans, employée de commerce (et récemment licenciée) se débat dans cet imbroglio mélodramatique et, pour l'instant, sans issue",1990-03-21,https://www.lemonde.fr/archives/article/1990/03/21/la-mesaventure-d-un-handicape-devenu-apatride-kafka-version-beur_3959370_1819218.html,1990
"Le 14 avril 1987, la soeur ainée, Zohra, est déclarée, par décision de justice, la tutrice légale du jeune trisomique, incapable d'autonomie",1990-03-21,https://www.lemonde.fr/archives/article/1990/03/21/la-mesaventure-d-un-handicape-devenu-apatride-kafka-version-beur_3959370_1819218.html,1990
" En juillet 1989, Mme Anne-Marie Métral, soeur de Jacqueline Valente, et son mari André, observent une grève de la faim de dix-sept jours pour "" faire cesser le silence et l'indifférence """,1990-04-11,https://www.lemonde.fr/archives/article/1990/04/11/liban-l-affaire-du-silco_3958184_1819218.html,1990
"André et Anne-Marie Métral, beau-frère et soeur de sa nouvelle cliente, répondirent sans détour, et sans nier le flou, aux curiosités exprimées en français et en anglais par un auditoire cosmopolite",1990-04-13,https://www.lemonde.fr/archives/article/1990/04/13/la-liberation-de-jacqueline-valente-me-jacques-verges-et-les-epoux-metral-devant-la-presse-le-moment-venu-vous-saurez_3958922_1819218.html,1990
" La soeur d'Henri Parot affirme, dans l'hebdomadaire nationaliste Enbata, que son frère a été "" torturé "" par la police espagnole",1990-04-15,https://www.lemonde.fr/archives/article/1990/04/15/le-demantelement-du-commando-itinerant-d-eta-un-basque-espagnol-residant-en-france-est-place-sous-ecrou-extraditionnel_3959585_1819218.html,1990
"La soeur d'Henri Parot affirme que son frère, enserré dans une camisole de force, a été frappé par les policiers espagnols",1990-04-15,https://www.lemonde.fr/archives/article/1990/04/15/le-demantelement-du-commando-itinerant-d-eta-un-basque-espagnol-residant-en-france-est-place-sous-ecrou-extraditionnel_3959585_1819218.html,1990
" La plupart des acteurs, et donc des personnages, sont de retour : Al Pacino (Michael Corleone), Talia Shire (sa soeur Connie), Diane Keaton (Kay, son ex-femme)",1991-01-03,https://www.lemonde.fr/archives/article/1991/01/03/la-famille-au-prix-du-sang-de-l-amour-et-des-larmes_4016929_1819218.html,1991
"Jean Berthelot, administrateur de sociétés ; Philippe Bertrand, journaliste ; Régis Bulot, président international d'une chaîne hôtelière (France) ; Jules Burguet, chef d'entreprise (Belgique) ; Soeur Germaine Calcagni, religieuse missionnaire (Papouasie-Nouvelle-Guinée) ; MM",1991-01-03,https://www.lemonde.fr/archives/article/1991/01/03/legion-d-honneur_4017485_1819218.html,1991
" Aux côtés de Simone Weber comparaîtront : sa soeur Madeleine, accusée de recel de vol et de destruction de documents de nature à faciliter la recherche des crimes et des délits, son gendre Pascal Lamoureux et sa cousine Chantal Lapierre, qui répondront de faux en écriture privée",1991-01-17,https://www.lemonde.fr/archives/article/1991/01/17/assassinat-et-empoisonnement_4011650_1819218.html,1991
"Les enquêteurs viennent de retrouver la voiture du disparu dans un garage de Cannes où réside Madeleine Weber, soeur de Simone",1991-01-17,https://www.lemonde.fr/archives/article/1991/01/17/les-deux-crimes-pretes-a-simone-weber-cinq-ans-d-instruction-un-dossier-de-dix-huit-mille-pages-vingt-cinq-avocats-successifs-aucune-preuve-formelle-le-proces-qui-s-ouvre-a-nancy-r_4011649_1819218.html,1991
"Youza, l'aîné d'Adomas (le frère) et d'Ourchoulé (la soeur), petit-fils de Yokoubas, qui lui avait enseigné les passages secrets des marais, les travaux des saisons et les rites pour honorer les vivants et les morts",1991-01-18,https://www.lemonde.fr/archives/article/1991/01/18/lituaniens_4012943_1819218.html,1991
" En mars 1929, il épouse sa cousine Märtha de Suède, soeur de la reine Astrid, avec laquelle il s'est fiancé en secret pendant les Jeux olympiques d'Amsterdam de 1928",1991-01-19,https://www.lemonde.fr/archives/article/1991/01/19/victime-d-une-crise-cardiaque-a-oslo-la-mort-du-roi-olav-v-de-norvege_4013028_1819218.html,1991
"Incapable d'identifier immédiatement, sous leurs hautes perruques fluo, Constance, l'épouse à la cervelle d'oiseau (Claire Chiron), sa soeur Aloysia, premier et seul amour du héros (Myriem Roussel), Salieri, empoisonneur ou pas (Jean-François Dusigne), M d'Epinay, protectrice, initiatrice (Marie-Catherine Conti), et cette barbe de baron von Grimm (Jean-Michel Noiret), dont on se demande, pendant toute la représentation, s'il était parent des auteurs de contes pour enfants",1991-02-12,https://www.lemonde.fr/archives/article/1991/02/12/une-lecon-d-amadeus-les-rapports-de-paris-et-de-mozart-ont-ete-cahotiques-le-theatre-s-en-est-empare_4013095_1819218.html,1991
" La centrale nucléaire américaine de Ginna, "" soeur jumelle "" de celle de Mihama, en a hélas fait la démonstration en janvier 1982, tout comme celle de Doel-2 en Belgique",1991-02-13,https://www.lemonde.fr/archives/article/1991/02/13/les-fuites-dans-un-reacteur-nucleaire-au-japon-la-centrale-de-mihama-aurait-rejete-une-faible-radioactivite-dans-l-atmosphere_4013213_1819218.html,1991
Sa soeur Cécile se suicide en se jetant à l'eau du haut d'un pont,1991-02-15,https://www.lemonde.fr/archives/article/1991/02/15/voyageurs-particuliers_4158977_1819218.html,1991
" Mme Anne-Marie Campora, docteur en pharmacie, biologiste et soeur de M",1991-02-20,https://www.lemonde.fr/archives/article/1991/02/20/monaco-defaite-du-maire-sortant_4015888_1819218.html,1991
" Sortant un peu de sa prostration, il se rend au cimetière et rencontre Anna, la "" soeur bien-aimée "" de Gralph et sa confidente, qui lui demande de se charger de la mise en ordre et de la publication des aphorismes que, jour après jour, Gralph rédigeait et dispersait dans son appartement ou envoyait à sa soeur",1991-02-22,https://www.lemonde.fr/archives/article/1991/02/22/le-neveu-de-thomas-bernhard_4017853_1819218.html,1991
" Monique Goetz, la soeur de Bernard Hettier, s'était montrée plus proche du climat général du procès",1991-02-23,https://www.lemonde.fr/archives/article/1991/02/23/simone-weber-devant-les-assises-de-meurthe-et-moselle-des-grains-de-sable-sur-un-parpaing_4017107_1819218.html,1991
"Elle n'a jamais aimé celle qui "" harcelait "" son frère et désigne les soeurs Weber comme des "" sangsues """,1991-02-23,https://www.lemonde.fr/archives/article/1991/02/23/simone-weber-devant-les-assises-de-meurthe-et-moselle-des-grains-de-sable-sur-un-parpaing_4017107_1819218.html,1991
"La fille de sa soeur, un bébé du même âge, s'appelle, elle, "" Thatcher """,1991-03-01,https://www.lemonde.fr/archives/article/1991/03/01/bienvenue-au-koweit-libre_4160308_1819218.html,1991
Cette interrogation sur l'identité se poursuit lorsqu'il revêt les habits de sa soeur,1991-03-12,https://www.lemonde.fr/archives/article/1991/03/12/la-voix-de-son-maitre-les-faceties-d-un-fregoli-canin-revelateur-des-travers-humains_4011315_1819218.html,1991
Ma soeur avec ma mère,1991-03-15,https://www.lemonde.fr/archives/article/1991/03/15/en-transit-sur-le-paul-lemerle-un-entretien-avec-pierre-radvanyi-le-fils-d-anna-seghers_4162404_1819218.html,1991
"Le médecin militaire, qui était monté à bord, a trouvé que ma soeur clignait des yeux d'une façon anormale et il a inscrit "" troubles du système nerveux """,1991-03-15,https://www.lemonde.fr/archives/article/1991/03/15/en-transit-sur-le-paul-lemerle-un-entretien-avec-pierre-radvanyi-le-fils-d-anna-seghers_4162404_1819218.html,1991
"Dandysme et causticité, cynisme et libertinage, sentimentalisme et détresse, raillerie et nonchalance désabusée, telles sont les dispositions de ce caractère changeant partagé entre "" sexe et tendresse "" et cherchant l'âme soeur",1991-03-15,https://www.lemonde.fr/archives/article/1991/03/15/l-amour-avant-la-lettre-deux-figures-fin-de-siecle-jean-de-tinan-et-marie-de-regnier-le-desinvolte-tourmente-et-la-noble-menade_4162432_1819218.html,1991
"Une pléiade d'écrivains lui succédera : Jean-Louis Vaudoyer, Binet-Valmere, Gilbert de Voisins _ qui épousera sa soeur Louise, _ Edmond Jaloux, D'Annunzio, Emile Henriot",1991-03-15,https://www.lemonde.fr/archives/article/1991/03/15/l-amour-avant-la-lettre-deux-figures-fin-de-siecle-jean-de-tinan-et-marie-de-regnier-le-desinvolte-tourmente-et-la-noble-menade_4162432_1819218.html,1991
"Un an avant les Jeux olympiques d'Albertville, le frère et la soeur, d'origine canadienne, parviennent enfin à atteindre la plus haute marche du podium",1991-03-19,https://www.lemonde.fr/archives/article/1991/03/19/patinage-artistique-championnats-du-monde-le-triomphe-des-duchesnay-et-la-deception-de-surya-bonaly_4013324_1819218.html,1991
" Revue par un journaliste pied-noir "" monté "" à Paris, la tragédie de ce jeune empereur romain (né en l'an 12, régnant de 37 à 41, date de son assassinat), frère d'Agrippine, la mère de Néron, amant de son autre soeur Drusilla, "" fou de lucidité, implorant la Lune, brisant le miroir "" (1), fut reçue comme une provocation parmi les chrétiens et les marxistes occupés, chacun à leur manière, à dénoncer les "" héros négatifs "", les "" philosophies de l'absurde "", les "" alibis de la démission """,1991-03-21,https://www.lemonde.fr/archives/article/1991/03/21/de-l-est-au-sud-ceux-du-dehors-chahine-imperiale-cruaute_4162308_1819218.html,1991
"La liste de Mme Campora, docteur en pharmacie et soeur jumelle du docteur Jean-Louis Campora, président du club de football AS Monaco, avait battu, le 17 février, (le Monde du 20 février) lors du second tour des élections communales, celle du maire sortant, M",1991-03-21,https://www.lemonde.fr/archives/article/1991/03/21/monaco-mme-anne-marie-campora-nouveau-maire-de-la-principaute_4013937_1819218.html,1991
Georges déteste les soeurs de Suzanne,1991-03-26,https://www.lemonde.fr/archives/article/1991/03/26/carte-vermeille-trois-soeurs-trois-comediennes-magnifiques-un-film-intimiste-et-touchant_4015415_1819218.html,1991
"Elle part seule et va chercher sa soeur Germaine (Micheline Presle), la célibataire qui vit en maison de retraite",1991-03-26,https://www.lemonde.fr/archives/article/1991/03/26/carte-vermeille-trois-soeurs-trois-comediennes-magnifiques-un-film-intimiste-et-touchant_4015415_1819218.html,1991
"Les deux femmes se perdent dans le cimetière où elles allaient fleurir une tombe, arrivent en retard chez leur soeur Armande (Danielle Darrieux), l'hôtesse, la plus bourgeoise, la mieux installée",1991-03-26,https://www.lemonde.fr/archives/article/1991/03/26/carte-vermeille-trois-soeurs-trois-comediennes-magnifiques-un-film-intimiste-et-touchant_4015415_1819218.html,1991
"Marie-Claude Treilhou pratique un réalisme distancié relevé d'humour (l'apparition de la quatrième soeur, Marie-Louise, l'excentrique)",1991-03-26,https://www.lemonde.fr/archives/article/1991/03/26/carte-vermeille-trois-soeurs-trois-comediennes-magnifiques-un-film-intimiste-et-touchant_4015415_1819218.html,1991
"tandis que les juges regardent ailleurs, et il sort, entre les rangées de sièges réservés au public, avec un regard vers les trois personnes qui ne l'avaient pas quitté des yeux _ père, mère, épouse, ou père, mère, soeur",1991-03-26,https://www.lemonde.fr/archives/article/1991/03/26/justice-et-droits-de-l-homme-le-palais-et-l-ecurie_4162990_1819218.html,1991
" Le 4 mars, sa soeur, qui habite Dürres, lui téléphone : "" Il y a des bateaux pleins d'Albanais qui partent pour l'Italie",1991-03-26,https://www.lemonde.fr/archives/article/1991/03/26/l-odyssee-d-un-albanais-j-ai-vu-les-lumieres-de-brindisi_4016008_1819218.html,1991
"Quand j'ai vu ce qu'on enseignait à mes soeurs aînées qui se préparaient à des emplois de bureau, j'ai préféré suivre l'exemple d'un cousin qui travaillait à l'aérospatiale après avoir fait des études techniques",1991-03-27,https://www.lemonde.fr/archives/article/1991/03/27/de-jeunes-techniciennes-a-l-assaut-de-bastions-masculins-on-ne-trouve-que-5-de-filles-dans-les-sections-de-genie-electrique-et-informatique-industrielle-des-iut_4163032_1819218.html,1991
"Parmi ses soeurs, elle est aussi celle qui s'affirme en transgressant plus ou moins les rôles traditionnels",1991-03-27,https://www.lemonde.fr/archives/article/1991/03/27/de-jeunes-techniciennes-a-l-assaut-de-bastions-masculins-on-ne-trouve-que-5-de-filles-dans-les-sections-de-genie-electrique-et-informatique-industrielle-des-iut_4163032_1819218.html,1991
"Soeur Marie Keyrouz, religieuse de la congrégation des Soeurs basiliennes chouérites du Liban, premier prix du disque de l'Académie Charles-Cros, plusieurs fois docteur en musicologie, interprète de chants religieux orientaux mille fois couronnée par la critique, en a "" pleuré """,1992-01-10,https://www.lemonde.fr/archives/article/1992/01/10/l-orient-sacre-de-soeur-marie-la-religieuse-libanaise-interprete-les-chants-de-la-tradition-maronite-et-byzantine_3879899_1819218.html,1992
" Car avant la musique, "" expression audible d'une réalité inaudible "", l'art de Soeur Marie Keyrouz est un engagement",1992-01-10,https://www.lemonde.fr/archives/article/1992/01/10/l-orient-sacre-de-soeur-marie-la-religieuse-libanaise-interprete-les-chants-de-la-tradition-maronite-et-byzantine_3879899_1819218.html,1992
" Soliste de chorales réputées (au Liban : la Chorale Saint-Basile de rite grec-catholique et celle de l'Institut de musique et musicologie de l'Université Saint-Esprit de Kaslik ; en France : la Chorale de Saint-Julien-le-Pauvre et de Notre-Dame-du-Liban), Soeur Marie Keyrouz est née il y a trente-quatre ans au Liban",1992-01-10,https://www.lemonde.fr/archives/article/1992/01/10/l-orient-sacre-de-soeur-marie-la-religieuse-libanaise-interprete-les-chants-de-la-tradition-maronite-et-byzantine_3879899_1819218.html,1992
" Si le parcours lyrique de Soeur Marie Keyrouz a commencé par les chants religieux orientaux, il s'est affirmé par l'étude du classique occidental, de l'oratorio, de Haendel comme de Massenet",1992-01-10,https://www.lemonde.fr/archives/article/1992/01/10/l-orient-sacre-de-soeur-marie-la-religieuse-libanaise-interprete-les-chants-de-la-tradition-maronite-et-byzantine_3879899_1819218.html,1992
"Dans un Liban délivré des obus, Soeur Marie Keyrouz va tenter d'installer un Institut d'art sacré dont son pays, faute d'un avenir certain, s'était privé",1992-01-10,https://www.lemonde.fr/archives/article/1992/01/10/l-orient-sacre-de-soeur-marie-la-religieuse-libanaise-interprete-les-chants-de-la-tradition-maronite-et-byzantine_3879899_1819218.html,1992
"Après avoir souligné "" le grand intérêt "" avec lequel était suivie la situation "" en Algérie soeur "", le communiqué ajoutait que "" la Tunisie exprime sa solidarité au peuple algérien frère, auquel elle souhaite plein succès dans ses efforts tendant à relever les défis qu'il affronte (",1992-01-14,https://www.lemonde.fr/archives/article/1992/01/14/discret-soulagement-en-tunisie_3881301_1819218.html,1992
" L'Electre de Fiona Shaw imaginée par Deborah Warner est la soeur des sans domicile fixe, celle qui dort depuis des années sous les remparts d'un palais d'où on l'a chassée",1992-01-14,https://www.lemonde.fr/archives/article/1992/01/14/sans-domicile-fixe-une-vision-violente-et-belle-de-l-heroine-furieuse-de-sophocle_3880698_1819218.html,1992
" L'apparition de Chrysothémis (Susan Colverd) _ la soeur qui a choisi la soumission aux maîtres indignes du palais _ est, elle, d'une ironie féroce",1992-01-14,https://www.lemonde.fr/archives/article/1992/01/14/sans-domicile-fixe-une-vision-violente-et-belle-de-l-heroine-furieuse-de-sophocle_3880698_1819218.html,1992
"_ Qu'est-ce qui a changé, finalement, entre "" Psy Show "", émission pionnière du début des années 80 et "" l'Amour en danger "", qui lui ressemble comme une soeur",1992-01-19,https://www.lemonde.fr/archives/article/1992/01/19/l-amour-en-danger-breugnot-fenetre-sur-cour_3873381_1819218.html,1992
"Après Aventure en mer du Nord, ce seront successivement les Nouvelles Routes de l'opium et l'Héroïne du Triangle d'or, réalisés en compagnie de sa soeur Catherine et de son mari Jean-Jacques Flori, puis les Derniers Cavaliers du monde et la Baie James",1992-02-02,https://www.lemonde.fr/archives/article/1992/02/02/pour-une-fille-en-rouge-la-camargue-de-marianne-lamour_3879457_1819218.html,1992
"Comment dit-on, en américain, "" Soeur Anne, ne vois-tu rien venir """,1992-02-09,https://www.lemonde.fr/archives/article/1992/02/09/devises-et-or-deception-sur-le-dollar_3882206_1819218.html,1992
J'aurais même pu jouer le rôle de la soeur d'Indiana Jones,1992-02-09,https://www.lemonde.fr/archives/article/1992/02/09/indiana-jones-et-la-derniere-croisade-canal-20-h-35-jones-pere-et-fils_3882770_1819218.html,1992
"Enfin, COMIPAR détiendra 20 % dans Pallas Invest, société soeur de Pallas Holdings, créée en 1989 pour développer et gérer des participations internationales, dont M",1992-02-16,https://www.lemonde.fr/archives/article/1992/02/16/la-fusion-de-comipar-et-de-pallas-holdings-le-second-retour-de-m-gerard-eskenazi_3876186_1819218.html,1992
"Celui de sa propre famille, sa mère, sa petite nièce, sa soeur qui tapait du pied dans la neige parce que les journalistes la gênaient pour filmer l'historique instant",1992-02-16,https://www.lemonde.fr/archives/article/1992/02/16/les-jeux-olympiques-d-albertville-biathlon-la-medaille-d-or-du-relais-francais-affaire-de-famille_3875573_1819218.html,1992
"Isabelle et Paul, Paul et Isabelle à l'entraînement, dans le bus, à l'hôtel, se chamaillant, se rabibochant, chien et chat, frère et soeur",1992-02-19,https://www.lemonde.fr/archives/article/1992/02/19/images-les-fiances-du-cristal_3876977_1819218.html,1992
"La soeur de Benny et Hugh, Lélia, fille à la peau claire, veut être écrivain",1992-02-27,https://www.lemonde.fr/archives/article/1992/02/27/le-printemps-de-john-cassavetes-un-livre-deux-films-inedits-quatre-reprises_3880317_1819218.html,1992
Hugh interdit à Tony de revoir sa soeur,1992-02-27,https://www.lemonde.fr/archives/article/1992/02/27/le-printemps-de-john-cassavetes-un-livre-deux-films-inedits-quatre-reprises_3880317_1819218.html,1992
"Les rapports de couples et de famille _ frère-soeur en particulier, _ et les relations de groupe constitueront les bases de l'inspiration d'un cinéaste, très lié, dans la vie, à sa propre famille, à ses copains acteurs, et au monde du théâtre",1992-02-27,https://www.lemonde.fr/archives/article/1992/02/27/le-printemps-de-john-cassavetes-un-livre-deux-films-inedits-quatre-reprises_3880317_1819218.html,1992
"Sa soeur Janet a récemment signé avec Virgin pour 30 millions de dollars, les groupes Aerosmith et Motley Crue ont obtenu respectivement 35 et 25 millions de dollars",1992-03-08,https://www.lemonde.fr/archives/article/1992/03/08/la-guerre-des-labels-profite-aux-superstars_3874406_1819218.html,1992
" Endimanché derrière la barre à éclairage fluorescent, un adolescent dansait d'un pied sur l'autre en révélant que son père couchait avec la voisine et que la soeur de sa mère l'avait déniaisé l'autre été, mal, dans une cabine de bain, au milieu de peignoirs poissés de sel",1992-03-18,https://www.lemonde.fr/archives/article/1992/03/18/diagonales-la-realite-depasse-l-affliction_3878484_1819218.html,1992
"Dans cette affaire de famille, la soeur de M",1992-03-24,https://www.lemonde.fr/archives/article/1992/03/24/etats-unis-la-campagne-presidentielle-l-effet-buchanan-en-californie_3881175_1819218.html,1992
"Elle est donc l'exacte contemporaine de Giacometti, son double féminin en somme, soeur infortunée qui mourut en 1959 sans avoir donné sa mesure faute de temps",1992-03-26,https://www.lemonde.fr/archives/article/1992/03/26/une-exposition-germaine-richier-sculptures-en-expansion_3882410_1819218.html,1992
"Il y a sans doute beaucoup à chercher dans les relations qu'entretint Conrad (ou celles qu'il n'eut pas, aussi bien) avec la soeur de son ami Chodzko, Thérèse, qui se suicida à Hyères en décembre 1875, un an jour pour jour après le premier embarquement du jeune homme",1992-03-27,https://www.lemonde.fr/archives/article/1992/03/27/conrad-au-coeur-oeuvres-tome-v-de-joseph-conrad-bibliotheque-de-la-pleiade-gallimard-1294-p-415-f_3873863_1819218.html,1992
"Avec sa mère Irène _ une Normande _ et son père, Adrien, d'origine ukrainienne, ses deux frères et sa soeur, il habitera successivement Caudebec-lès-Elbeuf et Elbeuf, où il obtiendra son CAP d'ajusteur-fraiseur",1992-04-04,https://www.lemonde.fr/archives/article/1992/04/04/pierre-beregovoy-nomme-premier-ministre-le-31-mars-1992-l-adolescence-normande-de-m-beregovoy_3877206_1819218.html,1992
"Celui-ci était déjà actionnaire à 50 % de la société-soeur d'AMLF, Renn Production, animée par Claude Berri et Paul Rassam _ au point que le soupçon revient de plus en plus souvent de la constitution d'une "" major informelle "" issue de la synergie Pathé/AMLF/Renn",1992-04-05,https://www.lemonde.fr/archives/article/1992/04/05/cinema-circuits-en-guerre-la-distribution-des-films-cherche-les-chemins-de-sa-survie_3877302_1819218.html,1992
"A vingt-trois ans et vingt-cinq ans, Catherine et Stéphan apparaissent aujourd'hui comme la grande soeur et le grand frère de la natation française",1992-04-07,https://www.lemonde.fr/archives/article/1992/04/07/natation-les-championnats-de-france-d-hiver-catherine-stephan-et-leurs-dauphins_3879242_1819218.html,1992
